Name,Description,Address,Working hours,Rating,Amount of reviews,Latitude,Longitude,2GIS URL,Additional information
Рис,ресторан,"бульвар Бухар жырау, 27/5а",Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,4.7,200,43.234697,76.924101,https://2gis.com/firm/70000001046753336,"Винный ресторан ​Итальянская кухня ​Восточная кухня ​Корейская кухня ​Японская кухня ​Паназиатская кухня ​Европейская кухня ​Рыбная кухня ​Бизнес-ланч ​Завтрак ​Заказ столиков ​Заказ навынос ​Винная карта ​Детское меню ​Меню на английском ​Постное меню ​Живая музыка ​Поминальные обеды ​VIP-зал ​Летняя терраса ​Танцпол ​Кабинки ​Панорамный вид ​Аниматоры, мастер-классы для детей ​Топчан ​Проведение банкетов ​Можно с собакой ​Средний чек 6000 тнг. ​До 80 мест ​Суши ​Лапша wok ​Пельмени ​Рамен ​Паста ​Рис wok ​Поке ​Стейки ​Том-Ям ​Картофель-фри ​Лагман ​Сэндвичи ​Пянсе ​Супы ​Блюда на гриле ​Куриные крылышки ​Наггетсы ​Боулы ​Кукси ​Жареная рыба ​Кофе с собой ​Глинтвейн ​Чай с собой ​Суши ​Завтраки ​Рационы питания ​Десерты ​Бизнес-ланч ​Паста ​Горячие вторые блюда ​Салаты ​Кофе ​Куриные крылышки ​Супы ​Оплата картой ​Наличный расчёт ​Оплата по QR-коду ​Рестораны ​Доставка готовых блюд ​Кафе ​Это моя компания ​Реклама в 2ГИС ↗ ​ЖК Бухар Жырау Тауэрс ​Бульвар Бухар жырау, 27/5а ​3 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
Queen,комплекс,"проспект Назарбаева, 275в",Пн: 18:00-02:00; Вт: 18:00-02:00; Ср: 18:00-02:00; Чт: 18:00-02:00; Пт: 15:00-02:00; Сб: 15:00-02:00; Вс: 15:00-02:00,3.2,98,43.225512,76.951992,https://2gis.com/firm/70000001057892888,"Азиатская кухня ​VIP-зал ​Летняя терраса ​Кабинки ​Оплата картой ​Наличный расчёт ​Караоке-залы ​Рестораны ​Банкетные залы ​Это моя компания ​Реклама в 2ГИС ↗ ​Проспект Назарбаева, 275в ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Hot Burger,кафе быстрого питания,"улица Жамбыла, 204",Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,4.4,242,43.244044,76.890368,https://2gis.com/firm/70000001054385350,"Бургерные ​Авторская кухня ​Бизнес-ланч ​Заказ навынос ​Детское меню ​Летняя терраса ​Можно с собакой ​Средний чек 2500 тнг. ​Бизнес-ланч от 2890 тнг. ​Ланч 12:00-16:00 ​Бургеры ​Пироги ​Лапша wok ​Картофель-фри ​Бельгийские вафли ​Сэндвичи ​Супы ​Куриные крылышки ​Наггетсы ​Бутерброды ​Плов ​Боулы ​Кофе с собой ​Чай с собой ​Смузи ​Молочные коктейли ​Оплата картой ​Наличный расчёт ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Жамбыла, 204 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Günaydın Turkısh Restaurant,,"улица Егизбаева, 3 к7",Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,3.8,23,43.232745,76.885572,https://2gis.com/firm/70000001075872010,"Оплата картой ​Наличный расчёт ​Оплата по QR-коду ​Рестораны ​Доставка готовых блюд ​Это моя компания ​Реклама в 2ГИС ↗ ​ЖК ALA-Park ​Улица Егизбаева, 3 к7 ​2 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
Charlotte,кафе-кондитерская,"улица Розыбакиева, 247 блок 3",Пн: 08:30-23:00; Вт: 08:30-23:00; Ср: 08:30-23:00; Чт: 08:30-23:00; Пт: 08:30-23:00; Сб: 08:30-23:00; Вс: 09:00-23:00,4.4,133,"43,204",76.893774,https://2gis.com/firm/70000001038813527,"Завтрак ​Заказ навынос ​Завтрак 08:45-20:30 ​Сэндвичи ​Бутерброды ​Кофе с собой ​Чай с собой ​Оплата картой ​Наличный расчёт ​Оплата через банк ​Оплата по QR-коду ​Кондитерские изделия ​Кофейни ​Кафе-кондитерские ​Кафе ​Это моя компания ​Реклама в 2ГИС ↗ ​ЖК Вавилон ​Улица Розыбакиева, 247 блок 3 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
KIM CHI,корейское кафе,"улица Кабанбай батыра, 140",Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,4.6,893,43.24865,76.932694,https://2gis.com/firm/70000001057626072,"Корейская кухня ​Японская кухня ​Европейская кухня ​Бизнес-ланч ​Заказ столиков ​Заказ навынос ​Детское меню ​Летняя терраса ​Кабинки ​Проведение банкетов ​Средний чек 3500 тнг. ​До 85 мест ​Суши ​Лапша wok ​Рамен ​Рис wok ​Поке ​Том-Ям ​Бельгийские вафли ​Салаты ​Куриные крылышки ​Наггетсы ​Боулы ​Кукси ​Гёдза ​Мидии ​Оплата картой ​Наличный расчёт ​Оплата по QR-коду ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Кабанбай батыра, 140 ​2 филиала ​Это моя компания ​Реклама в 2ГИС ↗"
Zaytun,кафе,"улица Жандосова, 1",Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,4.8,32,43.235301,76.9081,https://2gis.com/firm/70000001069513579,"Итальянская кухня ​Восточная кухня ​Халяльная кухня ​Паназиатская кухня ​Европейская кухня ​Казахская кухня ​Заказ навынос ​Рамен ​Паста ​Стейки ​Том-Ям ​Салаты ​Супы ​Плов ​Жареная рыба ​Кофе с собой ​Чай с собой ​Смузи ​Наличный расчёт ​Перевод с карты ​Оплата по QR-коду ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Жандосова, 1 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Avangard,кафе,"улица Бирлик, 76",Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,4.8,24,43.175976,76.761473,https://2gis.com/firm/70000001039144154,"Лагманные ​Китайская кухня ​Восточная кухня ​Европейская кухня ​Заказ навынос ​Поминальные обеды ​Летняя терраса ​Танцпол ​Топчан ​Проведение банкетов ​Средний чек 2000 тнг. ​До 100 мест ​Шашлык ​Хинкали ​Пельмени ​Рамен ​Паста ​Манты ​Люля-кебаб ​Самса ​Картофель-фри ​Лагман ​Салаты ​Хачапури ​Вареники ​Супы ​Куриные крылышки ​Плов ​Хычины ​Наличный расчёт ​Оплата через банк ​Перевод с карты ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Бирлик, 76 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Refresh,лаундж-кафе,"проспект Абая, 101а",Пн: 13:00-01:00; Вт: 13:00-01:00; Ср: 13:00-01:00; Чт: 13:00-01:00; Пт: 13:00-01:00; Сб: 13:00-01:00; Вс: 13:00-01:00,5.0,8,43.241429,76.919994,https://2gis.com/firm/70000001067220650,"Оплата картой ​Наличный расчёт ​Перевод с карты ​Оплата по QR-коду ​Это моя компания ​Реклама в 2ГИС ↗ ​Проспект Абая, 101а ​2 этаж ​ ​Это моя компания ​Реклама в 2ГИС ↗"
More & More,ресторан морской кухни,"проспект Достык, 280",Пн: 12:00-01:00; Вт: 12:00-01:00; Ср: 12:00-01:00; Чт: 12:00-01:00; Пт: 12:00-03:00; Сб: 12:00-03:00; Вс: 12:00-01:00,3.9,105,43.218346,76.964574,https://2gis.com/firm/70000001057893474,"Рыбные заведения ​Японская кухня ​Европейская кухня ​Средиземноморская кухня ​Рыбная кухня ​Заказ столиков ​Винная карта ​Детское меню ​Живая музыка ​VIP-зал ​Летняя терраса ​Танцпол ​Кабинки ​Панорамный вид ​Проведение банкетов ​Суши ​Манты ​Картофель-фри ​Салаты ​Супы ​Наггетсы ​Мидии ​Жареная рыба ​Устрицы ​Это моя компания ​Реклама в 2ГИС ↗ ​Проспект Достык, 280 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
Давид,семейное кафе,"улица Есенберлина, 177",Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,2.6,109,43.263447,76.972215,https://2gis.com/firm/70000001039158614,"Восточная кухня ​Европейская кухня ​Заказ столиков ​Заказ навынос ​Детское меню ​Летняя терраса ​Детский уголок ​Детская комната ​Проведение банкетов ​Можно с ноутбуком ​Средний чек 3000 тнг. ​До 100 мест ​Шаурма ​Пицца ​Шашлык ​Бургеры ​Хинкали ​Лапша wok ​Чебуреки ​Блины ​Пельмени ​Рамен ​Манты ​Хот-доги ​Картофель-фри ​Лагман ​Салаты ​Хачапури ​Вареники ​Супы ​Куриные крылышки ​Наггетсы ​Плов ​Колбаски ​Жареная рыба ​Устрицы ​Хычины ​Кофе с собой ​Чай с собой ​Оплата картой ​Наличный расчёт ​Перевод с карты ​Оплата по QR-коду ​Кафе ​Детские игровые залы / Игротеки ​Кейтеринг ​Это моя компания ​Реклама в 2ГИС ↗ ​Улица Есенберлина, 177 ​ ​Это моя компания ​Реклама в 2ГИС ↗"
